,Name,Platform,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
2534,MediEvil: Resurrection,PSP,2005,0.19,0.41,0.0,0.22,0.81,66.0,43,8.7,52
2537,Patapon,PSP,2007,0.33,0.25,0.07,0.16,0.81,86.0,60,8.7,102
2543,Madden NFL 25,XOne,2013,0.67,0.05,0.0,0.08,0.81,73.0,18,5.9,111
2551,The Sims 2,PS2,2005,0.67,0.03,0.0,0.11,0.81,75.0,31,4.4,166
2552,Dragon Ball: Raging Blast 2,PS3,2010,0.42,0.18,0.11,0.09,0.81,60.0,27,7.5,63
2555,Yakuza,PS2,2005,0.03,0.02,0.74,0.01,0.8,75.0,58,8.2,73
2560,Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,0.2,0.26,0.3,0.04,0.8,79.0,69,8.5,99
2563,DiRT 2,X360,2009,0.32,0.39,0.0,0.09,0.8,87.0,65,8.2,110
2566,Killzone: Mercenary,PSV,2013,0.2,0.39,0.04,0.17,0.8,78.0,86,8.9,513
2568,Guitar Hero: Metallica,X360,2009,0.52,0.2,0.0,0.07,0.8,84.0,62,8.1,79
2569,Final Fantasy X / X-2 HD Remaster,PSV,2013,0.16,0.24,0.28,0.12,0.8,86.0,14,8.5,223
2579,Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,0.66,0.02,0.0,0.11,0.79,73.0,31,8.6,61
2584,Harvest Moon: A Wonderful Life,GC,2003,0.61,0.16,0.0,0.02,0.79,79.0,28,8.9,148
2587,DmC: Devil May Cry,PS3,2013,0.24,0.26,0.19,0.1,0.79,85.0,40,5.3,1471
2590,Darksiders II,X360,2012,0.45,0.27,0.0,0.07,0.79,83.0,63,8,456
2591,Need for Speed Rivals,X360,2013,0.37,0.35,0.01,0.07,0.79,76.0,12,5.4,107
2592,[Prototype 2],X360,2012,0.48,0.24,0.0,0.07,0.79,74.0,69,7,173
2598,The Godfather II,X360,2009,0.47,0.23,0.01,0.08,0.79,65.0,72,6.9,60
2599,Dragon's Dogma,X360,2012,0.42,0.23,0.07,0.06,0.79,75.0,59,7.8,320
2600,Pro Evolution Soccer 2016,PS4,2015,0.13,0.42,0.13,0.1,0.79,87.0,54,7.1,680
2603,Rare Replay,XOne,2015,0.49,0.22,0.01,0.07,0.79,84.0,75,7.7,325
2608,Star Ocean: The Last Hope,X360,2009,0.32,0.2,0.21,0.06,0.79,72.0,56,7.2,150
2614,Too Human,X360,2008,0.38,0.29,0.03,0.08,0.78,65.0,80,7,458
2619,Tom Clancy's Splinter Cell: Double Agent,X360,2006,0.67,0.04,0.01,0.06,0.78,85.0,59,8.1,148
2622,Golden Sun: Dark Dawn,DS,2010,0.51,0.09,0.13,0.05,0.78,79.0,63,8.1,86
2623,Fight Night Champion,X360,2011,0.4,0.31,0.0,0.07,0.78,86.0,59,7.4,105
2625,Dead Island: Riptide,X360,2013,0.44,0.26,0.01,0.07,0.78,57.0,43,6.3,192
2629,The World Ends With You,DS,2007,0.49,0.04,0.21,0.04,0.78,88.0,59,8.9,283
2631,Sid Meier's Civilization Revolution,PS3,2008,0.49,0.19,0.01,0.09,0.78,85.0,39,7.7,87
2637,Goldeneye 007: Reloaded,PS3,2011,0.33,0.33,0.0,0.12,0.78,72.0,38,6.3,52
2639,Rayman Origins,X360,2011,0.38,0.32,0.0,0.08,0.78,87.0,55,8.2,209
2641,Aliens: Colonial Marines,X360,2013,0.36,0.34,0.0,0.07,0.77,48.0,47,3.8,449
2646,MadWorld,Wii,2009,0.45,0.23,0.02,0.07,0.77,81.0,74,8.6,176
2648,Perfect Dark Zero,X360,2005,0.66,0.02,0.03,0.06,0.77,81.0,75,7.3,229
2654,Resident Evil: Operation Raccoon City,X360,2012,0.55,0.14,0.03,0.06,0.77,52.0,56,4.9,330
2669,Dragon Ball: Raging Blast,PS3,2009,0.37,0.19,0.11,0.1,0.77,57.0,26,7.2,58
2679,Driv3r,XB,2004,0.36,0.38,0.0,0.03,0.76,56.0,57,4.7,69
2686,Metroid Prime Hunters,DS,2006,0.57,0.04,0.11,0.06,0.76,85.0,54,8,188
2687,Bayonetta 2,WiiU,2014,0.32,0.28,0.1,0.06,0.76,91.0,80,8.2,1217
2703,Portal 2,PC,2011,0.33,0.32,0.0,0.1,0.76,95.0,52,8.8,5999
2704,Duke Nukem Forever,PS3,2011,0.33,0.31,0.0,0.12,0.76,51.0,48,4.9,278
2714,Professor Layton and the Azran Legacy,3DS,2013,0.0,0.48,0.25,0.03,0.75,81.0,58,7.9,86
2718,Titanfall 2,PS4,2016,0.34,0.25,0.05,0.12,0.75,89.0,56,8.4,704
2721,Rockstar Games presents Table Tennis,X360,2006,0.28,0.38,0.0,0.08,0.75,81.0,75,7.8,69
2727,SoulCalibur V,PS3,2012,0.35,0.23,0.07,0.09,0.75,81.0,53,6.7,150
2734,Pro Evolution Soccer 2015,PS4,2014,0.09,0.45,0.11,0.1,0.75,82.0,56,7.2,386
2741,Turok,X360,2008,0.46,0.2,0.01,0.07,0.75,69.0,63,7.1,120
2743,Coded Arms,PSP,2005,0.28,0.29,0.0,0.17,0.75,59.0,42,6.5,61
2744,Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,0.38,0.03,0.3,0.04,0.75,80.0,47,6.9,106
2747,The Lord of the Rings: Conquest,PS3,2009,0.38,0.25,0.0,0.11,0.74,54.0,45,7.1,57
2756,Dark Souls II,X360,2014,0.48,0.18,0.01,0.07,0.74,91.0,30,7.9,915
2758,Assassin's Creed: Revelations,PC,2011,0.14,0.48,0.0,0.12,0.74,80.0,20,7.4,771
2760,[Prototype 2],PS3,2012,0.36,0.28,0.0,0.1,0.74,79.0,39,6.8,179
2762,Resident Evil: Revelations,PS3,2013,0.14,0.29,0.22,0.09,0.74,74.0,30,7.2,204
2767,Red Faction: Guerrilla,PS3,2009,0.33,0.27,0.02,0.12,0.74,85.0,56,8.1,136
2770,Ace Combat: Assault Horizon,PS3,2011,0.3,0.15,0.22,0.07,0.74,77.0,28,6.7,82
2775,Crysis 2,PC,2011,0.16,0.45,0.0,0.13,0.74,86.0,42,6.8,1594
2776,Tales of Vesperia,X360,2008,0.32,0.17,0.19,0.05,0.74,79.0,67,8.2,264
2777,MLB 13: The Show,PS3,2013,0.67,0.0,0.0,0.07,0.74,87.0,36,7.8,114
2783,Marvel: Ultimate Alliance 2,PS3,2009,0.49,0.15,0.0,0.09,0.73,74.0,48,7.3,51
2784,Dragon Age: Inquisition,PC,2014,0.33,0.34,0.0,0.06,0.73,85.0,45,5.9,3926
2785,Resonance of Fate,PS3,2010,0.2,0.21,0.24,0.08,0.73,72.0,42,8,136
2801,Final Fantasy XIII-2,X360,2011,0.36,0.29,0.02,0.06,0.73,79.0,50,6.3,268
2804,Persona 4: Arena,PS3,2012,0.3,0.11,0.24,0.07,0.73,86.0,47,7.7,180
2806,Brink,PS3,2011,0.29,0.32,0.01,0.12,0.73,72.0,39,5.8,168
2807,NHL 11,X360,2010,0.61,0.07,0.0,0.05,0.73,88.0,49,7.7,71
2811,LEGO Marvel's Avengers,PS4,2016,0.26,0.35,0.0,0.12,0.73,71.0,70,7,87
2812,Katamari Damacy,PS2,2004,0.47,0.02,0.17,0.08,0.73,86.0,55,9,86
2815,LEGO Dimensions,PS4,2015,0.24,0.37,0.0,0.12,0.73,80.0,53,7.1,65
2816,Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,0.27,0.24,0.14,0.08,0.73,74.0,23,7.1,83
2821,Ultimate Spider-Man,PS2,2005,0.6,0.02,0.0,0.1,0.72,74.0,52,7.9,54
2829,Total War: Rome II,PC,2013,0.12,0.53,0.0,0.07,0.72,76.0,71,4.2,3742
2831,Star Ocean: The Last Hope International,PS3,2010,0.28,0.15,0.22,0.07,0.72,74.0,45,6.7,155
2839,Persona Q: Shadow of the Labyrinth,3DS,2014,0.34,0.07,0.27,0.04,0.72,83.0,56,8.1,169
2840,MLB 14: The Show,PS4,2014,0.58,0.0,0.0,0.14,0.72,83.0,17,7.7,205
2842,Kirby: Canvas Curse,DS,2005,0.36,0.0,0.32,0.03,0.72,86.0,48,8.2,87
2846,MLB 09: The Show,PS3,2009,0.66,0.0,0.0,0.06,0.72,90.0,27,8.1,61
2847,Borderlands: The Pre-Sequel,X360,2014,0.46,0.19,0.01,0.07,0.72,74.0,16,6.4,161
2851,The Witcher 3: Wild Hunt,PC,2015,0.21,0.46,0.0,0.05,0.72,93.0,32,9.3,10665
2852,F1 2011,X360,2011,0.11,0.5,0.01,0.09,0.72,84.0,61,7.1,54
2854,MLB 10: The Show,PS3,2010,0.66,0.0,0.0,0.06,0.72,91.0,33,8.3,107
2856,Blur,PS3,2010,0.22,0.36,0.02,0.12,0.72,81.0,58,8.2,86
2859,Battlefield: Bad Company 2,PC,2010,0.19,0.53,0.0,0.0,0.72,87.0,46,8.3,1467
2860,DiRT 3,X360,2011,0.23,0.4,0.01,0.08,0.72,87.0,81,7.1,166
2863,Skate,X360,2007,0.62,0.03,0.0,0.06,0.71,86.0,59,8.4,137
2865,XCOM: Enemy Unknown,PC,2012,0.27,0.36,0.0,0.08,0.71,89.0,57,8.2,2235
2868,Crysis,PC,2007,0.0,0.69,0.0,0.02,0.71,91.0,56,8,1970
2875,Silent Hill 3,PS2,2003,0.35,0.27,0.0,0.09,0.71,85.0,41,8.8,315
2889,Dragon Ball: Xenoverse 2,PS4,2016,0.24,0.27,0.09,0.1,0.71,73.0,54,7.8,117
2895,SSX,X360,2012,0.38,0.26,0.0,0.06,0.7,82.0,65,6.4,186
2897,Two Worlds,X360,2007,0.41,0.22,0.0,0.07,0.7,50.0,44,5.5,182
2905,Ace Attorney Investigations: Miles Edgeworth,DS,2009,0.23,0.14,0.3,0.04,0.7,78.0,51,8.4,79
2907,Catherine,PS3,2011,0.3,0.14,0.2,0.06,0.7,79.0,61,8.1,372
2912,Jade Empire,XB,2005,0.48,0.19,0.0,0.03,0.7,89.0,84,8.6,113
2913,Infinite Undiscovery,X360,2008,0.34,0.18,0.12,0.06,0.7,68.0,60,7,158
2917,Lego Star Wars: The Force Awakens,PS4,2016,0.16,0.43,0.01,0.11,0.7,78.0,61,7.5,91
2918,NHL 12,X360,2011,0.55,0.1,0.0,0.05,0.7,86.0,56,7,72
2919,Advance Wars,GBA,2001,0.5,0.19,0.0,0.01,0.7,92.0,28,9,95
2923,Mafia,PS2,2004,0.34,0.27,0.0,0.09,0.7,65.0,30,7.6,62
2927,MLB 08: The Show,PS3,2008,0.64,0.0,0.0,0.05,0.7,85.0,33,8.7,76
2928,TimeSplitters 2,PS2,2002,0.34,0.27,0.0,0.09,0.7,90.0,33,8.8,127
2930,Driver: San Francisco,X360,2011,0.25,0.37,0.0,0.07,0.7,80.0,63,7.6,130
2942,Mortal Kombat: Shaolin Monks,PS2,2005,0.58,0.02,0.0,0.09,0.69,77.0,41,8.6,74
2955,Plants vs. Zombies: Garden Warfare,XOne,2014,0.39,0.23,0.0,0.06,0.69,76.0,65,7.4,438
2956,Need for Speed Rivals,XOne,2013,0.46,0.17,0.0,0.07,0.69,75.0,18,5.8,175
2959,Prince of Persia: The Forgotten Sands,PS3,2010,0.19,0.36,0.01,0.12,0.69,75.0,49,7.6,120
2962,The Sims: Medieval,PC,2011,0.28,0.32,0.0,0.09,0.69,77.0,56,6.1,173
2964,Top Spin 4,PS3,2011,0.17,0.39,0.0,0.13,0.69,82.0,37,7.7,55
2966,Baldur's Gate: Dark Alliance II,PS2,2004,0.34,0.26,0.0,0.09,0.68,78.0,44,8.7,54
2969,Test Drive Unlimited 2,X360,0,0.3,0.31,0.0,0.07,0.68,68.0,61,6.4,87
2975,The Last Remnant,X360,2008,0.25,0.2,0.18,0.06,0.68,66.0,49,6.9,122
2978,The Sly Collection,PS3,2010,0.52,0.08,0.01,0.08,0.68,85.0,46,8.8,172
2980,Sniper Elite 3,PS4,2014,0.24,0.34,0.0,0.11,0.68,67.0,41,7.1,178
2981,Prince of Persia: The Two Thrones,PS2,2005,0.57,0.02,0.0,0.09,0.68,85.0,46,8.5,111
2990,.hack//Mutation Part 2,PS2,2002,0.23,0.18,0.2,0.06,0.68,76.0,24,8.9,81
2991,Wolfenstein: The New Order,XOne,2014,0.34,0.28,0.0,0.06,0.68,79.0,18,7.8,397
2997,RIFT,PC,2011,0.44,0.16,0.0,0.07,0.67,84.0,59,7.3,561
3000,Mass Effect,PC,2008,0.0,0.59,0.0,0.08,0.67,89.0,45,8.6,2386
3006,The Evil Within,XOne,2014,0.35,0.25,0.0,0.06,0.67,79.0,24,7.3,430
3008,Star Wars: Republic Commando,XB,2005,0.48,0.17,0.0,0.02,0.67,78.0,54,8.9,89
3011,The LEGO Movie Videogame,PS4,2014,0.24,0.31,0.01,0.11,0.67,71.0,31,7.1,98
3014,Terraria,X360,2013,0.35,0.27,0.0,0.06,0.67,81.0,39,7.2,139
3015,Red Steel,Wii,2006,0.54,0.03,0.04,0.05,0.67,63.0,54,6.8,121
3020,Unreal Tournament III,PS3,2007,0.33,0.23,0.0,0.1,0.67,86.0,42,7.7,127
3037,The Darkness,PS3,2007,0.2,0.33,0.0,0.13,0.66,80.0,35,7.7,107
3047,Thrillville,PS2,2006,0.55,0.02,0.0,0.09,0.66,69.0,32,2.9,52
3051,Castlevania: Lords of Shadow,X360,2010,0.42,0.17,0.01,0.05,0.66,83.0,70,7.8,237
3053,NHL 10,X360,2009,0.51,0.1,0.0,0.06,0.66,88.0,52,8.4,71
3061,NHL 13,X360,2012,0.51,0.1,0.0,0.05,0.66,83.0,44,6.6,86
3062,Napoleon: Total War,PC,2010,0.02,0.53,0.0,0.12,0.66,81.0,56,7.9,515
3065,Rayman Legends,WiiU,2013,0.25,0.33,0.03,0.05,0.66,92.0,35,8.7,465
3067,BioShock Infinite,PC,2013,0.29,0.3,0.0,0.07,0.66,94.0,68,8.5,7322
3070,Lollipop Chainsaw,PS3,2012,0.27,0.2,0.11,0.08,0.66,67.0,37,7.1,199
3078,One Piece: Pirate Warriors 2,PS3,2013,0.0,0.19,0.42,0.05,0.66,71.0,35,7.8,61
3080,Brothers In Arms: Road to Hill 30,XB,2005,0.49,0.14,0.0,0.02,0.66,88.0,64,8,69
3086,Freedom Wars,PSV,2014,0.15,0.1,0.32,0.08,0.65,73.0,39,8.3,265
3091,Radiata Stories,PS2,2005,0.18,0.14,0.29,0.05,0.65,74.0,36,9,54
3094,F-Zero GX,GC,2003,0.41,0.11,0.12,0.02,0.65,89.0,50,8.5,161
3102,Mortal Kombat,PSV,2012,0.42,0.13,0.0,0.1,0.65,85.0,51,7.8,192
3105,Advance Wars 2: Black Hole Rising,GBA,2003,0.47,0.17,0.0,0.01,0.65,89.0,34,9.4,97
3108,The Last Story,Wii,2011,0.3,0.13,0.18,0.04,0.65,80.0,61,8.4,179
3109,Drakengard,PS2,2003,0.19,0.15,0.26,0.05,0.65,63.0,55,9.1,88
3127,Borderlands 2,PSV,2014,0.32,0.16,0.01,0.15,0.64,64.0,31,7.6,358
3133,Crash: Twinsanity,PS2,2004,0.32,0.25,0.0,0.08,0.64,64.0,38,8,129
3150,Football Manager 2014,PC,2013,0.0,0.6,0.0,0.03,0.64,85.0,41,5.5,275
3153,Onimusha: Dawn of Dreams,PS2,2006,0.15,0.12,0.34,0.04,0.64,81.0,45,8.9,62
3157,Dishonored 2,PS4,2016,0.22,0.32,0.0,0.1,0.64,88.0,56,7.7,569
3161,The Crew,XOne,2014,0.25,0.34,0.0,0.05,0.64,64.0,18,5.9,176
3166,NHL 13,PS3,2012,0.33,0.21,0.0,0.09,0.64,84.0,22,6.8,60
3167,Dead or Alive 5,PS3,2012,0.23,0.14,0.2,0.07,0.64,74.0,34,7.7,109
3168,Evolve,XOne,2015,0.37,0.2,0.0,0.06,0.64,74.0,31,5.1,336
3179,Dragon Age II,PC,2011,0.23,0.33,0.0,0.08,0.63,82.0,45,4.5,4533
3185,The Lord of the Rings: Conquest,X360,2009,0.37,0.2,0.0,0.06,0.63,55.0,58,7,110
3186,Far Cry 4,PC,2014,0.15,0.44,0.0,0.04,0.63,80.0,17,6.7,1064
3193,White Knight Chronicles II,PS3,2010,0.23,0.09,0.27,0.04,0.63,60.0,45,7.1,64
3196,Wolfenstein,PS3,2009,0.25,0.27,0.0,0.11,0.63,71.0,58,7.4,77
3197,The Walking Dead: Survival Instinct,X360,2013,0.46,0.11,0.0,0.05,0.63,32.0,30,4,410
3198,The Sims 3: Generations,PC,2011,0.4,0.23,0.0,0.0,0.63,70.0,22,3.6,81
3203,Shin Megami Tensei: Persona 3 FES,PS2,2007,0.22,0.2,0.16,0.05,0.63,89.0,25,8.3,296
3207,Condemned 2: Bloodshot,X360,2008,0.38,0.19,0.0,0.06,0.63,80.0,76,8.4,178
3208,Okami,PS2,2006,0.11,0.03,0.15,0.34,0.63,93.0,69,9.3,327
3209,Shin Megami Tensei: Persona 3 Portable,PSP,2009,0.18,0.06,0.34,0.05,0.63,89.0,40,8.3,317
3212,Crysis 3,PC,2013,0.17,0.39,0.0,0.07,0.63,76.0,47,6.5,1223
3214,NHL 16,PS4,2015,0.36,0.16,0.0,0.11,0.63,78.0,28,5.5,157
3219,Ghostbusters: The Video Game,X360,2009,0.43,0.14,0.0,0.06,0.63,79.0,53,8.5,125
3220,XCOM: Enemy Unknown,X360,2012,0.36,0.21,0.0,0.05,0.62,90.0,35,8.3,366
3240,Viewtiful Joe,GC,2003,0.38,0.1,0.12,0.02,0.62,93.0,52,8.3,115
3247,Red Steel 2,Wii,2010,0.35,0.2,0.01,0.06,0.62,80.0,73,8.6,178
3250,Mafia III,XOne,2016,0.28,0.29,0.0,0.05,0.62,67.0,20,4.6,274
3256,Prince of Persia: The Forgotten Sands,X360,2010,0.3,0.26,0.0,0.06,0.62,74.0,69,7.8,112
3270,NieR,PS3,2010,0.17,0.18,0.2,0.07,0.61,68.0,58,8.4,263
3271,2014 FIFA World Cup Brazil,PS3,2014,0.15,0.36,0.01,0.09,0.61,73.0,33,4.3,87
3278,Wet,PS3,2009,0.22,0.27,0.01,0.11,0.61,70.0,61,6.4,55
3283,Fire Emblem: Shadow Dragon,DS,2008,0.29,0.02,0.27,0.03,0.61,81.0,42,7,106
3284,Plants vs. Zombies: Garden Warfare,PS4,2014,0.21,0.29,0.01,0.1,0.61,75.0,23,7.6,259
3285,Metroid Prime: Trilogy,Wii,2009,0.42,0.05,0.0,0.14,0.61,91.0,48,9.3,316
3289,Advance Wars: Days of Ruin,DS,0,0.43,0.12,0.0,0.05,0.61,86.0,55,8.7,96
3294,Vanquish,PS3,2010,0.21,0.21,0.11,0.08,0.61,84.0,61,8.1,304
3296,Tearaway,PSV,2013,0.14,0.34,0.0,0.14,0.61,87.0,82,8.9,391
3298,Half-Life 2,XB,2005,0.37,0.21,0.0,0.03,0.61,90.0,35,8.6,115
3300,Tony Hawk: RIDE,X360,2009,0.46,0.1,0.0,0.05,0.61,46.0,43,3,67
3301,Borderlands: The Pre-Sequel,PS3,2014,0.26,0.21,0.05,0.1,0.61,77.0,24,6.3,130
3303,Sacred 2: Fallen Angel,PS3,2009,0.22,0.22,0.08,0.09,0.61,70.0,45,7.1,51
3306,Final Fantasy IV Advance,GBA,2005,0.27,0.1,0.22,0.01,0.61,85.0,30,7.3,70
3307,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011,0.27,0.18,0.09,0.07,0.61,58.0,26,5.4,77
3326,Shadow The Hedgehog,PS2,2005,0.5,0.02,0.0,0.08,0.6,45.0,28,6,137
3328,Aliens: Colonial Marines,PS3,2013,0.2,0.29,0.0,0.11,0.6,43.0,25,3.6,295
3330,Yakuza: Dead Souls,PS3,2011,0.09,0.06,0.42,0.03,0.6,64.0,55,7.4,69
3333,Dead Island: Riptide,PS3,2013,0.26,0.19,0.07,0.09,0.6,62.0,25,5.9,140
3335,Kinect Sports Rivals,XOne,2014,0.3,0.23,0.02,0.05,0.6,60.0,53,5.1,144
3337,Dynasty Warriors 8,PS3,2013,0.12,0.1,0.34,0.05,0.6,68.0,26,8.5,75
3341,Call of Juarez: Bound in Blood,X360,2009,0.3,0.24,0.0,0.06,0.6,77.0,77,7.6,94
3346,Half-Life,PS2,2001,0.29,0.23,0.0,0.08,0.6,87.0,24,8.6,94
3350,Split/Second,X360,2010,0.32,0.23,0.0,0.06,0.6,82.0,78,8.1,101
3356,Muramasa: The Demon Blade,Wii,2009,0.32,0.12,0.11,0.04,0.6,81.0,58,8.7,101
3361,Okami,Wii,2008,0.43,0.09,0.04,0.05,0.6,90.0,44,8.9,236
3363,LEGO The Hobbit,PS4,2014,0.13,0.38,0.0,0.09,0.6,72.0,47,6.6,88
3365,WWE 2K17,PS4,2016,0.17,0.34,0.0,0.09,0.6,69.0,50,6.9,88
3370,NHL 15,PS4,2014,0.31,0.19,0.0,0.1,0.6,60.0,28,3.6,306
3371,Total War: Shogun 2,PC,2011,0.19,0.31,0.0,0.09,0.6,90.0,62,8.3,1180
3388,Dead Space,PC,2008,0.0,0.53,0.0,0.06,0.59,86.0,28,8,1093
3392,NHL 11,PS3,2010,0.4,0.12,0.0,0.07,0.59,88.0,38,7.1,54
3393,Yakuza 5,PS3,2012,0.0,0.0,0.59,0.0,0.59,83.0,34,8.5,180
3401,WWE 2K16,XOne,2015,0.32,0.22,0.0,0.05,0.59,72.0,18,5.7,75
3404,Assassin's Creed: Brotherhood,PC,2011,0.15,0.34,0.0,0.1,0.59,88.0,24,8.2,1102
3410,Blur,X360,2010,0.25,0.27,0.0,0.06,0.59,82.0,78,8.3,169
3417,Harvest Moon: Friends of Mineral Town,GBA,2003,0.34,0.13,0.11,0.01,0.59,81.0,25,9.6,116
3424,The Fight: Lights Out,PS3,2010,0.29,0.21,0.0,0.09,0.59,48.0,39,7.5,77
3426,Deus Ex: Human Revolution,PC,2011,0.25,0.25,0.0,0.08,0.58,90.0,52,8.5,3069
3430,SoulCalibur V,X360,2012,0.39,0.13,0.02,0.04,0.58,77.0,56,6.2,124
3435,Lost: Via Domus,X360,2008,0.18,0.34,0.0,0.07,0.58,55.0,50,6.4,58
3438,The Lord of the Rings: The Third Age,PS2,2004,0.49,0.02,0.0,0.08,0.58,73.0,35,8.2,60
3439,Call of Duty: Black Ops,DS,2010,0.5,0.04,0.0,0.04,0.58,74.0,13,6,54
3443,MLB 11: The Show,PS3,2011,0.54,0.0,0.0,0.04,0.58,90.0,30,7.8,87
3451,Tom Clancy's HAWX,X360,2009,0.31,0.19,0.02,0.06,0.58,73.0,64,7.3,51
3452,Alice: Madness Returns,PS3,2011,0.22,0.24,0.04,0.08,0.58,70.0,51,7.9,181
3453,Shin Megami Tensei IV,3DS,2013,0.28,0.0,0.27,0.03,0.58,83.0,48,8.3,251
3454,NBA 2K7,X360,2006,0.53,0.0,0.0,0.04,0.58,84.0,46,7.8,67
3458,NHL 12,PS3,2011,0.36,0.15,0.0,0.07,0.58,86.0,33,7.5,52
3468,JoJo's Bizarre Adventure: All Star Battle,PS3,2013,0.05,0.02,0.5,0.01,0.58,71.0,53,8.3,55
3473,Rayman Legends,PS3,2013,0.14,0.34,0.0,0.1,0.58,91.0,23,8.7,310
3475,FIFA Soccer,PSV,2012,0.16,0.32,0.02,0.08,0.58,79.0,45,7.2,79
3481,Parasite Eve II,PS,1999,0.32,0.22,0.0,0.04,0.58,79.0,14,9,77
3490,Far Cry Instincts,XB,2005,0.32,0.24,0.0,0.02,0.57,85.0,56,5.7,73
3494,Tales of the Abyss,PS2,2005,0.0,0.0,0.57,0.0,0.57,78.0,22,8.4,109
3495,Payday 2,X360,2013,0.33,0.19,0.0,0.05,0.57,75.0,18,6.3,203
3497,Blacksite: Area 51,X360,2007,0.29,0.22,0.0,0.06,0.57,62.0,48,6.1,65
3499,XCOM: Enemy Unknown,PS3,2012,0.24,0.23,0.0,0.1,0.57,89.0,20,8.2,296
3505,The Sims 3: World Adventures,PC,2009,0.02,0.18,0.0,0.38,0.57,81.0,31,8,72
3508,Titanfall 2,XOne,2016,0.37,0.15,0.0,0.05,0.57,87.0,31,8,261
3509,BlazBlue: Calamity Trigger,PS3,2009,0.36,0.1,0.06,0.06,0.57,87.0,50,8.4,112
3511,Iron Man,X360,2008,0.27,0.24,0.0,0.06,0.57,45.0,43,5.9,52
3517,Rock Band 3,PS3,2010,0.43,0.08,0.0,0.05,0.57,91.0,34,8,95
3522,WWE 2K15,XOne,2014,0.29,0.23,0.0,0.05,0.57,56.0,25,5.7,63
3527,Defiance,X360,2013,0.38,0.14,0.0,0.05,0.57,60.0,27,7.2,249
3528,Disgaea 4: A Promise Unforgotten,PS3,2011,0.27,0.11,0.14,0.05,0.57,80.0,39,7.8,126
3531,Doom 3 BFG Edition,PS3,2012,0.26,0.21,0.0,0.1,0.57,67.0,16,6.4,107
3533,Spider-Man 3,X360,2007,0.49,0.04,0.0,0.04,0.57,63.0,61,7,53
3535,The Conduit,Wii,2009,0.28,0.23,0.0,0.06,0.57,69.0,79,8.2,258
3540,Resident Evil Outbreak File #2,PS2,2004,0.19,0.15,0.17,0.05,0.57,58.0,35,7.7,70
3546,Rune Factory 4,3DS,2012,0.32,0.0,0.21,0.03,0.57,78.0,33,8.1,122
3547,3D Dot Game Heroes,PS3,2009,0.36,0.11,0.03,0.07,0.57,77.0,66,8,96
3552,Odin Sphere,PS2,2007,0.23,0.18,0.09,0.06,0.56,83.0,49,8.6,59
3557,Titanfall,PC,2014,0.22,0.3,0.0,0.04,0.56,86.0,29,6.2,1727
3566,"Warhammer 40,000: Space Marine",X360,2011,0.25,0.26,0.0,0.06,0.56,76.0,57,7.8,232
3587,Manhunt 2,PS2,2007,0.27,0.21,0.0,0.07,0.56,67.0,22,7.8,53
3591,Batman Begins,PS2,2005,0.27,0.21,0.0,0.07,0.56,64.0,41,7.3,70
3597,Wolfenstein,X360,2009,0.28,0.22,0.0,0.06,0.56,72.0,66,7.5,128
3605,Gravity Rush,PSV,2012,0.21,0.17,0.09,0.08,0.56,83.0,73,8.5,625
3606,Quantum Break,XOne,2016,0.3,0.2,0.01,0.05,0.56,77.0,106,6.8,1659
3612,Final Fantasy IV: The Complete Collection,PSP,2011,0.13,0.09,0.27,0.06,0.56,77.0,41,7.5,80
3613,Frontlines: Fuel of War,X360,2008,0.34,0.15,0.01,0.05,0.56,75.0,55,7.8,77
3618,No More Heroes,Wii,2007,0.29,0.17,0.04,0.05,0.55,83.0,64,8.4,259
3620,God of War: Origins Collection,PS3,2011,0.39,0.08,0.02,0.06,0.55,84.0,58,8.4,208
3623,Metal Gear Solid 3: Subsistence,PS2,2005,0.34,0.01,0.15,0.06,0.55,94.0,53,9.3,439
3625,Enslaved: Odyssey to the West,PS3,2010,0.24,0.22,0.01,0.09,0.55,80.0,53,7.4,312
3630,Guitar Hero Live,XOne,2015,0.3,0.2,0.0,0.05,0.55,81.0,21,5.1,69
3641,Hot Shots Golf: World Invitational,PSV,2011,0.15,0.11,0.25,0.05,0.55,76.0,55,8.1,77
3645,Resident Evil: Revelations 2,PS4,2015,0.13,0.24,0.1,0.07,0.55,75.0,30,7.7,284
3649,Rayman Origins,Wii,2011,0.21,0.27,0.0,0.06,0.55,92.0,13,8.3,127
3657,Assassin's Creed II,PC,2010,0.01,0.45,0.0,0.09,0.55,86.0,22,6.9,1611
3669,Jak X: Combat Racing,PS2,2005,0.45,0.02,0.0,0.07,0.55,76.0,46,7.7,63
3679,Sly Cooper: Thieves in Time,PS3,2013,0.35,0.12,0.0,0.08,0.54,75.0,69,8.3,343
3682,Spec Ops: The Line,PS3,2012,0.19,0.23,0.04,0.08,0.54,77.0,27,8,350
3684,NHL 14,PS3,2013,0.28,0.17,0.0,0.09,0.54,80.0,22,6,79
